condition,task_id,task_name,category,input_type,output_type,parse_transition,score_transition,path_transition,fp16_parse,candidate_parse,fp16_score,candidate_score,score_delta,fp16_path_score,candidate_path_score,path_delta,fp16_stop_reason,candidate_stop_reason,fp16_generated_tokens,candidate_generated_tokens,automatic_failure_type,automatic_failure_detail,payload_preview,manual_failure_type,manual_notes
KIVI-2,170531,XML to JSON,T-conversion,XML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,205,196,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{""\\n  ""galacticZoo"": {\\n    ""animals"": [{\\n      ""name"": ""Zylox"",\\n      ""species"": ""Quasar Lynx"",\\n      ""origin"": {\\n        ""planet"": ""Xenthra"",\\n        ""galaxy"": ""Andromeda""\\n      }\\n    },{\\n      ""name"": ""Blippo"",\\n      ""species"": ""Stellar Puffin"",\\n      ""origin"": {\\n        ""planet"": ""Pluvia"",\\n        ""galaxy"": ""Milky Way""\\n      }\\n    }],\\n    ""curator"": {\\n      ""name"": ""Dr. Nebula"",\\n      ""species"": ""Human""\\n    }\\n  }\",,
KIVI-2,170532,XML to JSON,T-conversion,XML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,237,181,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{\n  ""galacticZoo"": {\n    ""animals"": [\n      {\n        ""species"": ""Quasar Lynx"",\n        ""name"": ""Nova"",\n        ""originPlanet"": ""Vega Prime"",\n        ""diet"": ""Stellar Berries""\n      },\n      {\n        ""species"": ""Plasma Tortoise"",\n        ""name"": ""Shellshock"",\n        ""originPlanet"": ""Andromeda IX"",\n        ""diet"": ""Nebula Algae""\n      }\n    ],\n    ""curator"": {\n      ""name"": ""Zylo"",\n      ""species"": ""Andromedan""\n    }\n  }",,
KIVI-2,170535,XML to JSON,T-conversion,XML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,337,273,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{\n  ""planetarium"": {\n    ""planets"": [\n      {\n        ""name"": ""Zephyra"",\n        ""type"": ""Gas Giant"",\n        ""moons"": [\n          {\n            ""moon_name"": ""Cirrus"",\n            ""diameter_km"": 1500,\n            ""features"": [\n              ""Ice Caves"",\n              ""Volcanoes""\n            ]\n          },\n          {\n            ""moon_name"": ""Stratus"",\n            ""diameter_km"": 800,\n            ""features"": [\n              ""Crystal Forests""\n            ]\n          }\n        ]\n      },\n      {\n ",,
KIVI-2,170536,XML to JSON,T-conversion,XML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,339,281,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{\n  ""planetarium"": \{\n    ""exhibits"": [\n      \{\n        ""name"": ""Solar System Wonders"",\n        ""planets"": [\n          \{\n            ""planetName"": ""Jupiter"",\n            ""moons"": [\n              \{\n                ""moonName"": ""Europa""\n              \},\n              \{\n                ""moonName"": ""Ganymede""\n              \}\n            ]\n          \},\n          \{\n            ""planetName"": ""Solar System Wonders"",\n            ""moons"": []\n          \}\n        ]\n      \},\n      \{\n        ""name""",,
KIVI-2,170544,XML to JSON,T-conversion,XML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,211,283,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{\n\\n  ""galaxy"": {\n\\n    ""name"": ""Andromeda"",\r\n    ""star_systems"": [\n\\n      {\n\\n        ""system_name"": ""Zeta Prime"",\r\n        ""planets"": [\n\\n          {\n\\n            ""planet_name"": ""Obelisk"",\r\n            ""moons"": [\n\\n              {""moon_name"": ""Calliope""},\r\n              {""moon_name"": ""Thalassa""}\\n            ]\\n          },\\n          {\n\\n            ""planet_name"": ""Helion"",\r\n            ""moons"": [{\n\\n              ""moon_name"": ""Nyx""\\n            }]\\n          }\\n        ]\\n      ",,
KIVI-2,170547,XML to JSON,T-conversion,XML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,255,244,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{\n  ""museum"": {\n    ""name"": ""Imaginary Oddities Museum"",\n    ""exhibits"": [\n      {\n        ""title"": ""Time-Traveling Teapots"",\n        ""artifacts"": [\n          {\n            ""artifactName"": ""Victorian Steam Kettle"",\n            ""yearDiscovered"": 1897\n          },\n          {\n            ""artifactName"": ""Quantum Mug"",\n            ""yearDiscovered"": 2042\n          }\n        ]\n      },\n      {\n        ""title"": ""Invisible Instruments"",\n        ""artifacts"": [\n          {\n            ""artifactName"": ""S",,
KIVI-2,180504,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,424,670,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{\n\t""planet_name"": ""Zephyros"",\r\n\n\t""discovery"": {\n\t\t""year"": 2194,\n\t\t""telescope"": ""StellarScope X9"",\r\n\n\t\t""team"": [\n\t\t\t{\n\t\t\t\t""name"": ""Dr. Mira Chen"",\r\n\n\t\t\t\t""role"": ""Lead Astronomer""\\n\n\t\t\t},\\n\n\t\t\t{\n\t\t\t""name"": ""Prof. Luca Santori"",\r\n\n\t\t\t\t""role"": ""Data Analyst""\\n\n\t\t\t},\\n\n\t\t\t{\n\t\t\t\t""name"": ""Aisha Patel"",\r\n\n\t\t\t\t""role"": ""Robotics Engineer""\\n\n\t\t\t}\\n\n\t\t],\\n\n\t},\\n\n\t""physical_characteristics"": {\n\t\t""mass"": 2.3e25,\n\t\t""radius"": 9500,",,
KIVI-2,180506,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,474,473,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{\n""planetName"": ""Zephyron"",\n\n""discovery"": {\n  ""year"": 2178,\n  ""method"": ""Gravitational Microlensing"",\n  ""team"": [\n    {""name"": ""Dr. Lin Wei""},\n    {""name"": ""Prof. Amina Sato""},\n    {""name"": ""Capt. Rilo Drax""}\n  ]\n},\n\n""orbitalParameters"": {\n  ""semiMajorAxis"": 1.7,\n  ""eccentricity"": 0.22,\n  ""inclination"": 13.5\n},\n\n""moons"": [\n  {\n    ""name"": ""Aeris\"",\n    ""diameter_km"": 3200,\n    ""composition"": ""Silicate""\n  },\n  {\n    ""name"": ""Lumin\"",\n    ""diameter_km"": 1450,\n    ""com",,
KIVI-2,180508,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,454,480,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{\n  ""space_station"": {\n    ""name"": ""Nebula Outpost"",\rn    ""location"": {\n      ""orbit"": ""L2 Lagrange Point"",\rn      ""coordinates"": {\n        ""latitude"": 12.34,\n        ""longitude"": 56.78\n      }\n    },\n    ""modules"": [\n      {\n        ""module_name"": ""Aurora Lab"",\rn        ""purpose"": ""Astrobiology Research"",\rn        ""crew_capacity"": 6,\n        ""experiments"": [\n          {\n            ""experiment_name"": ""Microbe Growth"",\rn            ""status"": ""ongoing""\n          },\n          {\n ",,
KIVI-2,180509,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,0.96,0.0,-0.96,0.95,0.0,-0.95,end_code,end_code,351,360,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{""planet_name"": ""Zephyra"",\\n  ""system"": {\\n    ""star"": ""Solara"",\\n    ""distance_from_star"": 1.4,\\n    ""orbital_period_days"": 412,\\n  },\\n  ""inhabitants"": {\\n    ""species"": ""Aerilith"",\\n    ""count"": 45000000,\\n    ""technologies"": [ ""Wind Harps"", ""Cloud Cities"", ""Skywriting Drones"" ]\\n  },\\n  ""landmarks"": [\\n    {\\n      ""name"": ""Whispering Peaks"",\\n      ""type"": ""Mountain Range"",\\n      ""history"": ""Ancient site of Aerilith council gatherings.""\\n    },\\n    {\\n      ""name"": ""Luminous Lake"",\\n    ",,
KIVI-2,180510,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,399,470,missing_begin_marker,"missing_begin_marker, missing_end_marker","<|JSON\n{\n ""planet"": {\n ""name"": ""Zephyros"",\rn  ""atmosphere"": {\n ""composition"": [\n {""element"": ""nitrogen""}, {\n ""element"": ""argon""}, {\n ""element"": ""xenon""\n ],\n ""pressure"": 0.8,\n ""layers"": [\n {\n ""name"": ""Tropos"",\rn   ""altitude_range"": {\n ""min"": 0,\n ""max"": 15000\n },\n ""features"": []\n },\n {\n ""name"": ""Stratos"",\rn   ""altitude_range"": {\n ""min"": 15000,\n ""max"": 50000\n },\n ""features"": []\n }\n ],\n ""moons"": [\n {\n ""name"": ""Galea"",\rn   ""diameter_km"": 3120,\n ""features"": [\n {\n ""name"":",,
KIVI-2,180512,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,425,291,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{""planet_name"": ""Zephyra-9"", ""system"": {""star_name"": ""Solara"", ""distance_from_earth_ly"": 1420, ""planets"": [{""name"": ""Zephyra-9a"", ""type"": ""terrestrial"", ""moons"": [{""name"": ""Lunara""}, {""name"": ""Thalassa""}]}, {""name"": ""Zephyra-9b"", ""type"": ""gas_giant"", ""moons"": [{""name"": ""Borealis""}]}]}, ""flora"": {""dominant_species"": {""species_name"": ""Aetherbloom"", ""characteristics"": {""color"": ""iridescent blue"", ""height_m"": 2.5}}}, ""fauna"": [{""name"": ""Skyrunner"", ""diet"": ""herbivore""}, {""name"": ""Shadowfang"", ""diet",,
KIVI-2,180513,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,355,371,missing_begin_marker,missing_begin_marker,"<|BEGIN_CODE\\n{\n  ""planet"": {\n    ""name"": ""Zephyria"",\n    ""atmosphere"": {\n      ""composition"": [\n        { ""element"": ""nitrogen"" },\n        { ""element"": ""argon"" },\n        { ""element"": ""xenon"", ""isTrace"": true }\n      ],\n      ""pressure"": 0.6\n    },\n    ""moons"": [\n      { ""name"": ""Borealis"" },\n      { ""name"": ""Caligo"" }\n    ],\n    ""discovery"": {\n      ""year"": 2378,\n      ""discoverer"": ""Dr. Lian Song"",\n      ""telescope"": ""Eventide Array""\n    },\n    ""rings"": {\n      ""count"": 2,\n      ""materials"": ",,
KIVI-2,180516,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,480,441,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{\n  ""galactic_zoo"": {\n    ""name"": ""Nebula Fauna Reserve"",\r\n      ""location"": {\n        ""sector"": ""Andromeda-5"",\r\n        ""planet"": ""Xylon"",\r\n        ""coordinates"": {\n          ""x"": 1024.7,\n          ""y"": -58.2,\n          ""z"": 300.0\n        }\n      },\n      ""opening_year"": 3125,\n      ""visitor_stats"": {\n        ""annual_visitors"": 1200000,\n        ""highest_traffic_day"": ""Stellar Equinox""\n      },\n      ""habitats"": [\n        {\n          ""name"": ""Crystal Caverns"",\rn          ""specie",,
KIVI-2,180519,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,525,579,missing_begin_marker,missing_begin_marker,"<|BEGIN_CODE\\n{\n  ""galactic_zoo"": {\n    ""name"": ""Nebula Menagerie"",\n    ""location"": ""Andromeda Sector 5"",\n    ""established"": ""1972-07-16"",\n    ""director"": ""Dr. Vira Quell"",\n    ""species_catalog"": [\n      {\n        ""species_name"": ""Quasar Lynx"",\n        ""origin_planet"": ""Xyphos Prime"",\n        ""diet"": ""Stellar plankton"",\n        ""enclosure"": {\n          ""Aurora Dome 3""\n        },\n        ""notable_traits"": [\n          {\n            ""bioluminescent_fur"": true\n          },\n          {\n            ""t",,
KIVI-2,180520,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,431,622,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{\n\t""name"": ""Zephyron\"",\n\n\t\""galactic_coordinates\"": {\n\t\t\""x\"": 2842.5,\n\t\t\""y\"": -192.4,\n\t\t\""z\"": 883.9,\n\t},\n\n\t\""atmosphere\"": {\n\t\t\""composition\"": [\""nitrogen\"", \""argon\"", \""trace_methane\""],\n\t\t\""pressure\"": 1.3,\n\t\t\""temperature\"": -54\n\t},\n\n\t\""inhabitants\"": {\n\t\t\""species\"": \""Aerolith\"",\n\t\t\""population\"": 3500000,\n\t\t\""languages\"": [\n\t\t\t{\""name\"": \""Zephyric\""},\n\t\t\t{\""name\"": \""Old Aerolith\""}\n\t\t]\n\t},\n\n\t\""flora\"": [\n\t\t{\""name\"": \""s",,
KIVI-2,180522,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,546,565,missing_begin_marker,missing_begin_marker,"<|BEGIN_CODE\n{\n ""galactic_zoo"": {\n  ""name"": ""Stellar Menagerie\"",\n  ""location"": {\n    ""sector"": ""Orion Arm\"",\n    ""planet"": ""Zyphora Prime\"",\n    ""galaxy"": ""Andromeda""\n  },\n  ""opening_year"": 3124,\n  ""species_catalog"": [\n    {\n      ""species_name"": ""Luminoctopus\"",\n      ""classification"": ""Cephalopod\"",\n      ""habitat"": ""Bio-luminescent Lakes\"",\n      ""diet"": ""Phototrophic\"",\n      ""average_lifespan"": 60\n    },\n    {\n      ""species_name"": ""Nebulon Lynx\"",\n      ""classification",,
KIVI-2,180524,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,385,317,missing_end_marker,missing_end_marker,"\{""\n""planet_name"": ""Xylophar"",\n""discovery"": {\n""year"": 2147,\n""method"": ""Quantum Spectroscopy"",\n""team"": [\n{\n""name"": ""Dr. Lira Voss"",\n""role"": ""Astrobiologist""\n},\n{\n""name"": ""Prof. Tano Rill"",\n""role"": ""Exoplanetary Chemist""\n}\n]\n},\n""atmosphere"": {\n""composition"": [\n{\n""gas"": ""Xenon"",\n""percentage"": 62\n},\n{\n""gas"": ""Oxygen"",\n""percentage"": 27\n}\n],\n""pressure"": 1.8\n},\n""moons"": [\n{\n""name"": ""Zirra"",\n""diameter_km"": 3200,\n""has_rings"": false\n},\n{\n""name"": ""Plenth"",\n""diameter_km"": 800,\n""has_rings"": true\n}\n],\n""surfac",,
KIVI-2,180526,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,417,427,literal_escaped_layout_outside_string,Expecting value: line 1 column 1 (char 0),"\n{\n  ""expedition"": {\n    ""name"": ""Voyager Alpha"",\rn    ""launch_date"": ""2087-11-15"",\rn    ""crew_members"": [\n      ""Dr. Linh Tran"",\rn      ""Captain Omar Reyes"",\rn      ""Engineer Zoe Patel""\n    ],\n    ""destination"": {\n      ""planet"": ""Proxima b"",\rn      ""coordinates"": {\n        ""x"": 4.23,\n        ""y"": -1.09,\n        ""z"": 0.56\n      }\n    },\n    ""cargo"": {\n      ""supplies"": {\n        ""food"": ""Freeze-dried meals"",\rn        ""water"": ""Recycled H2O""\n      },\n      ""equipment"": [\n      ",,
KIVI-2,180527,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,537,530,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{\\n  ""space_station"": {\\n    ""name"": ""Celestial Haven"",\r\n    ""location"": {\\n      ""planet"": ""Europa"",\r\n      ""orbit_altitude_km"": 210\\n    },\\n    ""crew_members"": [{\\n        ""name"": ""Dr. Lira Kwon"",\r\n        ""role"": ""Commander"",\r\n        ""species"": ""Human""\r\n      },{\\n        ""name"": ""Zyr'kall"",\r\n        ""role"": ""Engineer"",\r\n        ""species"": ""Xelorian""\r\n      },{\\n        ""name"": ""Mia Patel"",\r\n        ""role"": ""Botanist"",\r\n        ""species"": ""Human""\r\n      }\\n    ],\\n    ""laboratories"": [{\\n",,
KIVI-2,180529,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,512,642,missing_begin_marker,"missing_begin_marker, missing_end_marker","<|JSON\n{\n  ""planet_name"": ""Zephyra\"",\n  \""system\"": {\n    \""star_name\"": \""Helion\"",\n    \""distance_from_earth_ly\"": 240.5,\n    \""discovery\"": {\n      \""mission\"": \""Odyssey Probe\"",\n      \""year\"": 2178,\n      \""equipment\"": \""Quantum Telescope\""\n    }\n  },\n  \""climate\"": {\n    \""average_temperature_c\"": -12,\n    \""atmosphere\"": {\n      \""composition\"": [\""nitrogen\"", \""argon\"", \""xenon\""],\n      \""pressure_atm\"": 0.8\n    }\n  },\n  \""inhabitants\"": {\n    \""species_list\"": [\n",,
KIVI-2,180532,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,423,455,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{""spaceStation"": {\\n  ""name"": ""Nebula Outpost"",\\n  ""location"": {\\n    ""orbit"": ""Mars"",\\n    ""coordinates"": {\\n      ""latitude"": 12.34,\\n      ""longitude"": 56.78\\n    }\\n  },\\n  ""crew"": [{\\n    ""name"": ""Zara Quill"",\\n    ""role"": ""Commander"",\\n    ""species"": ""Human"",\\n    ""favoriteSnacks"": [""Dried Mango"", ""Space Pretzels""],\\n    ""status"": {} // Add status if needed\\n  },{\\n    ""name"": ""Gribnax"",\\n    ""role"": ""Science Officer"",\\n    ""species"": ""Xel'Naga"",\\n    ""favoriteSnacks"": [""Jelly Cubes"", ""M",,
KIVI-2,180533,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,350,339,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{""planet_name"": ""Zephyros"",\\n  ""system"": {\\n    ""star"": ""Solara"",\\n    ""distance_from_star_au"": 0.95,\\n    ""moons"": [{\\n      ""name"": ""Luminis"",\r\n      ""diameter_km"": 3200,\\n      ""has_atmosphere"": true\\n    }, {\\n      ""name"": ""Umbra"",\r\n      ""diameter_km"": 1800,\\n      ""has_atmosphere"": false\\n    }]\\n  },\\n  ""surface"": {\\n    ""temperature_c"": 24,\\n    ""gravity_m_s2"": 9.8,\\n    ""terrain_types"": [""crystalline forests"", ""floating archipelagos"", ""iridescent plains""],\\n    ""water_presence"": ""abun",,
KIVI-2,180534,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,436,465,missing_end_marker,missing_end_marker,"\{\n  ""planet"": {\n    ""name"": ""Zephyron"",\n    ""atmosphere"": {\n      ""composition"": ""Oxygen-Nitrogen-Argon"",\n      ""pressure"": 1.2,\n      ""layers"": [\n        {\n          ""name"": ""Troposphere"",\n          ""altitude_range_km"": [0, 15]\n        },\n        {\n          ""name"": ""Stratosphere"",\n          ""altitude_range_km"": [15, 50]\n        }\n      ]\n    },\n    ""moons"": [\n      {\n        ""name"": ""Lira"",\n        ""diameter_km"": 3200,\n        ""features"": {\n          ""ice_geysers"": true,\n          ""subsurface",,
KIVI-2,180535,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,413,408,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{\n""planetName"": ""Zephyra"",\n""system"": {\n""starName"": ""Solara Prime"",\n""distanceFromEarth"": ""3200 light-years"",\n""discovery"": {\n""year"": 1987,\n""method"": ""Gravitational Microlensing""\n}\n},\n""atmosphere"": {\n""composition"": [ ""Nitrogen"", ""Xenon"", ""Oxygen"" ],\n""pressure"": 1.2,\n""layers"": [\n{\n""name"": ""Troposphere"",\n""altitudeRange"": { ""min"": 0, ""max"": 12 },\n},\n{\n""name"": ""Stratosphere"",\n""altitudeRange"": { ""min"": 12, ""max"": 50 }\n}\n]\n},\n""surface"": {\n""features"": [\n{\n""type"": ""Floating Mou",,
KIVI-2,180537,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,501,509,missing_begin_marker,missing_begin_marker,"<|BEGIN_CODE\n{\n  ""galactic_museum"": {\n    ""name"": ""Celestial Wonders Museum\"",\n    \""location\"": {\n      \""planet\"": \""Xylox Prime\"",\n      \""galaxy\"": \""Andromeda\""\n    },\n    \""established\"": 3124,\n    \""curator\"": {\n      \""name\"": \""Dr. Zephra Qul\"",\n      \""species\"": \""Quorian\"",\n      \""years_of_service\"": 42\n    },\n    \""exhibits\"": [\n      {\n        \""title\"": \""Stellar Fossils\"",\n        \""origin\"": \""Nebulae Sector 7\"",\n        \""artifact_count\"": 128,\n        \""int",,
KIVI-2,180540,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,574,933,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{\n\t""planet_name"": ""Zephyria"",\r\n\t""atmosphere"": {\n\t\t""composition"": {\n\t\t\t""oxygen"": 18,\n\t\t\t""nitrogen"": 76,\n\t\t\t""argon"": 3,\n\t\t\t""xenon"": 1,\n\t\t\t""trace_gases"": [\n\t\t\t\t{""neon"": {}},\n\t\t\t\t{""krypton"": {}}\n\t\t\t]\n\t},\n\t""pressure"": 0.92,\n\t""layers"": [\n\t\t{\n\t\t\t""name"": ""Troposphere"",\rn\t\t\t""altitude_range_km"": [0, 14],\n\t\t\t\t""dominant_gas"": ""nitrogen""\n\t\t},\n\t\t{\n\t\t\t""name"": ""Stratosphere"",\rn\t\t\t""altitude_range_km"": [14, 50],\n\t\t\t\t""dominant_gas"": ",,
KIVI-2,180544,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,367,371,missing_begin_marker,"missing_begin_marker, missing_end_marker","<|JSON\n{\n  ""spaceship"": {\n    ""name"": ""Starblazer Infinity\"",\n    ""model"": ""ZX-9000\"",\n    ""crew"": {\n      ""captain"": ""Zara Quell\"",\n      ""pilot"": ""Lio Tran\"",\n      ""engineers"": [\n        {\n          ""name"": ""Jex Vorn\"",\n          ""specialty"": ""propulsion\""\n        },\n        {\n          ""name"": ""Rina Sol\"",\n          ""specialty"": ""life support\""\n        }\n      ]\n    },\n    ""missions"": [{\n      ""mission_name"": ""Nebula Run\"",\n      ""destination"": ""Andromeda Outpost\"",\n   ",,
KIVI-2,180545,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,441,416,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{\n""aliens"": {\n""Qorvaxian"": {\n""name"": ""Qorvaxian"",\n""characteristics"": {\n""height_meters"": 2.4,\n""num_limbs"": 6,\n""skin_color"": ""iridescent teal"",\n""special_abilities"": [\n{""name"": ""telepathy""},{\n""name"": ""bioluminescence""},{\n""name"": ""molecular manipulation""\n}\n],\n""height_meters"": 2.4\n},\n""home_planet"": ""Zenthra-7"",\n""galactic_id"": ""ZX7-203-ALPHA"",\n""first_contact"": {\n""year"": 2086,\n""location"": ""Lagrange Point 4"",\n""human_ambassadors"": [{""name"": ""Dr. Mina Patel""},{""name"": ""Captain Jorge",,
KIVI-2,180546,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,491,539,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{\n  ""planet"": {\n    ""name"": ""Zygoth Prime"",\rn    ""atmosphere"": {\n      ""composition"": [""Nitrogen"", ""Argon"", ""Xenon""],\n      ""pressure"": 1.4\n    },\n    ""continents"": [\n      {\n        ""name"": ""Eldoria"",\rn        ""area"": 32000000,\n        ""major_cities"": [\n          {\n            ""city_name"": ""Luminaris"",\rn            ""population"": 12000000,\n            ""landmarks"": [""Crystal Spire"", ""Floating Gardens""]\n          },\n          {\n            ""city_name"": ""Virelia"",\rn            ""pop",,
KIVI-2,180547,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,476,574,missing_begin_marker,"missing_begin_marker, missing_end_marker","<|Begin_Code|>\n{\n  ""space_station"": {\n    ""name"": ""Celestial Haven\"",\n    \""location\"": {\n      \""planet\"": \""Europa\"",\n      \""coordinates\"": {\n        \""latitude\"": 67.89,\n        \""longitude\"": -45.12\n      }\n    },\n    \""modules\"": [\n      {\n        \""module_name\"": \""Habitat Alpha\"",\n        \""purpose\"": \""Living Quarters\"",\n        \""crew\"": [\n          {\n            \""name\"": \""Dr. Lira Voss\"",\n            \""role\"": \""Commander\"",\n            \""schedule\"": [\n          ",,
KIVI-2,180548,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,500,414,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{""galactic_zoo"": {\""name\"": \""Andromeda Galactic Zoo\"",\""location\"": \""Sector 9, Andromeda Spiral Arm\"",\""founded\"": 2487,\""director\"": \""Dr. Xyla Quarn\"",\""species_catalog\"": [{\""species_name\"": \""Nebulon Panther\"",\""planet_of_origin\"": \""Nebulon-5\"",\""diet\"": \""Carnivore\"",\""enclosure\"": {\""CryoDome A\"": {}},\""population\"": 6,\""notable_individuals\"": [{\""name\"": \""Shadowpounce\"",\""achievement\"": \""First Nebulon Panther born in captivity\""},{\""name\"": \""Stardust\"",\""achievement\"": \""Oldest liv",,
KIVI-2,180549,YAML to JSON,T-conversion,YAML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,324,312,missing_begin_marker,missing_begin_marker,"<|BEGIN_CODE\n{\n  ""spaceship"": {\n    ""name"": ""Starhopper"",\n    ""model"": ""XJ-42"",\n    ""crew"": {\n      ""captain"": ""Zara Lin"",\n      ""pilot"": ""Jax Orion"",\n      ""engineer"": ""Miko Ren""\n    },\n    ""cargo"": [\n      {\n        ""type"": ""Quantum Crystals"",\n        ""weight_kg"": 500,\n        ""destination"": ""Proxima Outpost""\n      },\n      {\n        ""type"": ""Alien Artifacts"",\n        ""weight_kg"": 120,\n        ""destination"": ""Vega Station""\n      }\n    ],\n    ""logbook"": [\n      {\n        ""stardate"": 4523.5,\n   ",,
